"","X","Item","Participant","ID","Filename","DeletionMorph","DeviantPronun","Accentuation","Annotator","Order","WordDur","SyllNum","SegNum","ConsonantDur","PrecSeg","PrecSegVC","PrecSegDur","FollSeg","FollSegVC","FollSegDur","PrePauseDur","PostPauseDur","SentenceDur","GlottalStop","GlottalStopDur","LocSpeech","AffixDur","BaseDuration","FirstSyllDur","WordDurWithoutGlottalStop","AffixDurWithoutGlottalStop","Environment","Affix","WordFormFrequencyBNC","WordFormFrequencyAllCOCA","WordFormFrequencySpokenCOCA","Base","WordLemmaFrequencyBNC","BaseLemmaFrequencyBNC","SyllPhon","AffixStress","BaseInitialStress","SemanticTransparency","TypeOfRoot","Rating","TimeRating","TotalTime","Age","Sex","L1","Bilingual","Grow_Up_Region","Languages","Latin","Profession_Studies","University","Knowledge_English_Ling","Phonetics","Phonology","Morphology","Semantics","AccentuationCondition","Experiment","logWordFormFreq","logBaseLemmaFreq","logWordLemmaFreq","RelFreq","logRelFreq","Root","BaseFinalStress","SuffixAdjSuffix","LastSyllDur","InCorpus","Consonant","Orthography","median","TypeOfBase","PrePause","PostPause","GlobalSpeechRate","WordFreqCategorical","RatingCategorical"
"989",2172,"intransgressible","Experiment_1_participant_9",5473,"Participant_9_169.TextGrid","N","N","Accented","Lara",78,1.2239445173,5,14,0.1327316268,"I","V",0.0515254825,"t","C",0.1159990891,0,0,2.3469833333,"NoGlottalStop",0,11.4384269894,0.1842571094,1.0396874079,0.1842571094,1.2239445173,0.1842571094,"n#C","Neg",1,1,0,"TRANSGRESSIBLE",1,1,5,"unstressed","unstressed","transparent","word",2,1013.95,871.53,19,"female","British English","no","England","French. basic","no","BA(Hons) first year","Anglia Ruskin University","Yes. 2 years","Yes","Yes","Yes","Yes","accented","Experiment_1",0,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","No Pause",1.70431546881748,"LowFreq","simply_decomposed"
"990",2173,"intransgressible","Experiment_1_participant_15",1044,"Participant_15_267.TextGrid","N","N","Accented","Simon",187,1.1632591442,5,15,0.1084033522,"I","V",0.0887284654,"tS","C",0.1232926855,0.3403154488,0.068236939,2.5405763956,"NoGlottalStop",0,12.8948051466,0.1971318176,0.9661273266,0.1971318176,1.1632591442,0.1971318176,"n#C","Neg",1,1,0,"TRANSGRESSIBLE",1,1,5,"unstressed","unstressed","transparent","word",1,905.94,743.31,57,"female","British English","No","South East England","French - proficient. Italian - proficient. German - medium proficient","No","MA in Translation. 3rd year","Bristol","No","No","No","No","No","accented","Experiment_1",0,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","Pause",1.5744458646973,"LowFreq","simply_decomposed"
"991",2174,"intransient","Experiment_1_participant_24",2592,"Participant_24_285.TextGrid","N","N","Accented","Simon",207,1.0679825744,4,11,0.0851559509,"I","V",0.0779779463,"tS","C",0.148303154,0.4011255133,0.190026455,2.8796679624,"NoGlottalStop",0,10.2997935206,0.1631338972,0.9048486772,0.1631338972,1.0679825744,0.1631338972,"n#C","Neg",1,1,0,"TRANSIENT",1,453,3,NA,"primary","transparent","word",1,1106.06,951.67,47,"m","English British ","no","United Kingdom","French basic","no","not applicable","not applicable","no","no","no","no","no","accented","Experiment_1",0,6.11589212548303,0,0.0022075055187638,-6.11589212548303,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","Pause",1.3890490335095,"LowFreq","simply_decomposed"
"992",2175,"intransient","Experiment_1_participant_27",3076,"Participant_27_197.TextGrid","N","N","Accented","Simon",109,0.7132897869,4,11,0.0870421563,"I","V",0.0379247921,"tS","C",0.0863384627,0.1491865806,0,3.1789519231,"NoGlottalStop",0,15.421502175,0.1249669484,0.5883228385,0.1249669484,0.7132897869,0.1249669484,"n#C","Neg",1,1,0,"TRANSIENT",1,453,3,NA,"primary","transparent","word",1,652.99,504.12,19,"Female","British English","No","Czech Republic (ages 4-7). mostly Cheltenham. England","Proficient - French. Spanish. very basic Czech and German","Yes. studied for 7 years - A* GCSE","MML. 1st Year","Cambridge","No","A couple of lectures","A couple of lectures","No","No","unaccented","Experiment_1",0,6.11589212548303,0,0.0022075055187638,-6.11589212548303,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","No Pause",2.83112177148735,"LowFreq","simply_decomposed"
"993",2176,"intransient","Experiment_1_participant_6",4902,"Participant_6_160.TextGrid","N","N","Unaccented","Lara",69,0.7567827089,4,10,0.08225814,"I","V",0.0461019755,"tS","C",0.1153517316,0,0.0612708194,3.5730095742,"NoGlottalStop",0,13.2138325612,0.1283601156,0.6284225933,0.1283601156,0.7567827089,0.1283601156,"n#C","Neg",1,1,0,"TRANSIENT",1,453,3,NA,"primary","transparent","word",1,691.99,605.49,32,"Male","British English","No","England. Hertfordshire","Very Basic Spanish","No","BA Fine Art","Anglia Ruskin","No","No","No","No","No","unaccented","Experiment_1",0,6.11589212548303,0,0.0022075055187638,-6.11589212548303,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","Pause",2.51888493806096,"LowFreq","simply_decomposed"
"994",2177,"intransient","Experiment_1_participant_10",157,"Participant_10_53.TextGrid","N","N","Unaccented","Yannick",268,0.6936711657,4,11,0.0702525768,"I","V",0.0502587868,"tS","C",0.1366385796,0,0,2.7590141723,"NoGlottalStop",0,15.857657842,0.1205113637,0.573159802,0.1205113637,0.6936711657,0.1205113637,"n#C","Neg",1,1,0,"TRANSIENT",1,453,3,NA,"primary","transparent","word",1,1125.85,875.1,19,"Male","British English","No","England","Basic French","Yes. self study. minute proficiency","English Language and English Language Teaching. 1 ","Anglia Ruskin University","Studying now. 2 weeks","Studying now","Studying now","Studying now","Studying now","unaccented","Experiment_1",0,6.11589212548303,0,0.0022075055187638,-6.11589212548303,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","No Pause",3.26203471165837,"LowFreq","simply_decomposed"
"995",2178,"intransient","Experiment_1_participant_17",1310,"Participant_17_107.TextGrid","N","N","Accented","Viktoria",10,0.893949263,4,12,0.0882524338,"I","V",0.0356796605,"tran","V",0.3243018801,0.1359655612,0.1100045351,2.1584421769,"NoGlottalStop",0,13.4235806171,0.1239320943,0.7700171688,0.1239320943,0.893949263,0.1239320943,"n#C","Neg",1,1,0,"TRANSIENT",1,453,3,NA,"primary","transparent","word",1,661.54,535.85,20,"Female","British English","No","3 years in Cambridge. 2 in Bristol. 3 in Felixstowe. 8 in Bradford. 2 in Abingdon","Basic French","No","2nd year Natural Sciences (Chemistry and materials)","Cambridge","No","No","No","No","No","accented","Experiment_1",0,6.11589212548303,0,0.0022075055187638,-6.11589212548303,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","Pause",1.85318839800698,"LowFreq","simply_decomposed"
"996",2179,"intransient","Experiment_1_participant_28",3262,"Participant_28_195.TextGrid","N","N","Accented","Lara",107,0.8628423719,3,10,0.0738059736,"I","V",0.1068513877,"tS","C",0.0923240589,0,0.0610352353,1.9558686967,"NoGlottalStop",0,11.5896023718,0.1806573613,0.6821850106,0.1806573613,0.8628423719,0.1806573613,"n#C","Neg",1,1,0,"TRANSIENT",1,453,3,NA,"primary","transparent","word",2,757.61,650.42,19,"Female","British English","No","Kent. England","Brazilian Portuguese. basic","No","Psychological and Behavioural Sciences. First Year","University of Cambridge","No","No","No","No","No","accented","Experiment_1",0,6.11589212548303,0,0.0022075055187638,-6.11589212548303,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","Pause",2.04512706131496,"LowFreq","simply_decomposed"
"997",2180,"intransient","Experiment_1_participant_4",4628,"Participant_4_37.TextGrid","N","N","Accented","Mandy",250,0.8351966225,4,10,0.0940682564,"I","V",0.0875513334,"tS","C",0.1110285981,0,0.0721559852,1.9345757697,"NoGlottalStop",0,11.9732284955,0.1816195899,0.6535770326,0.1816195899,0.8351966225,0.1816195899,"n#C","Neg",1,1,0,"TRANSIENT",1,453,3,NA,"primary","transparent","word",1,827.78,687.64,29,"MALE","BRITISH","N/A","SPRATTON. NORTHAMPTONSHIRE","BASIC FRENCH AND GERMAN","KNOWLEDGE FROM BIOMEDICAL TERMS","BIOMEDICAL SCIENCE YEAR 2","ANGLIA RUSKIN","NO","NO","NO","NO","NO","accented","Experiment_1",0,6.11589212548303,0,0.0022075055187638,-6.11589212548303,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","Pause",2.06763677217992,"LowFreq","simply_decomposed"
"998",2181,"intransient","Experiment_1_participant_30",3906,"Participant_30_58.TextGrid","N","N","Accented","Mandy",273,0.7968826261,3,10,0.1103540904,"I","V",0.0621693122,"tS","C",0.1318099637,0.0787331822,0,1.9298810476,"NoGlottalStop",0,12.5488995153,0.1725234025,0.6243592235,0.1725234025,0.7968826261,0.1725234025,"n#C","Neg",1,1,0,"TRANSIENT",1,453,3,NA,"primary","transparent","word",1,658.03,536.12,18,"Female","British English","N/A","North London","Proficient French and German. Medium proficient Spanish","No","MML- Year 1","Cambridge University","No","No","No","No","No","accented","Experiment_1",0,6.11589212548303,0,0.0022075055187638,-6.11589212548303,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","No Pause",2.07266660552701,"LowFreq","simply_decomposed"
"999",2182,"intransient","Experiment_1_participant_16",1164,"Participant_16_166.TextGrid","N","N","Accented","Yannick",75,0.8375349995,4,11,0.0900749403,"I","V",0.0636924464,"tS","C",0.1316222181,0.2138531503,0.1898269604,2.3583087094,"NoGlottalStop",0,13.1337794916,0.1537673867,0.6837676128,0.1537673867,0.8375349995,0.1537673867,"n#C","Neg",1,1,0,"TRANSIENT",1,453,3,NA,"primary","transparent","word",1,1587.84,1397.33,23,"Male","English (British)","No","Canada","None","No","Zoology. 3rd year","Anglia Ruskin University","No","No","No","No","No","accented","Experiment_1",0,6.11589212548303,0,0.0022075055187638,-6.11589212548303,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","Pause",1.69613078392001,"LowFreq","simply_decomposed"
"1000",2183,"intransient","Experiment_1_participant_19",1828,"Participant_19_52.TextGrid","N","N","Unaccented","Viktoria",267,0.6572894675,4,11,0.0602195813,"I","V",0.0576860052,"t","C",0.0957111936,0.014031746,0.0210211901,3.8348176493,"NoGlottalStop",0,16.735396722,0.1179055865,0.539383881,0.1179055865,0.6572894675,0.1179055865,"n#C","Neg",1,1,0,"TRANSIENT",1,453,3,NA,"primary","transparent","word",2,1680.43,1512.78,19,"male","British","Not bilingual","Brentwood. Essex","Can speak no other language","I know of latin but have never learnt or attempted to speak it","Film Year 1","Anglia Ruskin","NO","No","No","No","No","unaccented","Experiment_1",0,6.11589212548303,0,0.0022075055187638,-6.11589212548303,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","Pause",2.3469173303828,"LowFreq","simply_decomposed"
"1001",2184,"intransient","Experiment_1_participant_8",5405,"Participant_8_65.TextGrid","N","N","Accented","Simon",281,0.8799340613,4,11,0.1258030622,"I","V",0.0522200995,"tS","C",0.0928647679,0.1077897455,0.0512356288,3.649026833,"NoGlottalStop",0,12.5009366988,0.1780231616,0.7019108997,0.1780231616,0.8799340613,0.1780231616,"n#C","Neg",1,1,0,"TRANSIENT",1,453,3,NA,"primary","transparent","word",1,825.2,680.24,24,"female","British English","No","Surrey. England","None","No","English Language & Linguistics - First Year","Anglia Ruskin University","currently studying","currently studying","currently studying","currently studying","currently studying","unaccented","Experiment_1",0,6.11589212548303,0,0.0022075055187638,-6.11589212548303,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","Pause",2.4664110218671,"LowFreq","simply_decomposed"
"1002",2185,"intransient","Experiment_1_participant_3",4483,"Participant_3_95.TextGrid","N","N","Unaccented","Lara",314,0.6256963733,2,6,0.0542984371,"I","V",0.0346451479,"t","C",0.0940840892,0,0.0540682198,2.5862429138,"NoGlottalStop",0,9.5893156111,0.0889435851,0.5367527882,0.0889435851,0.6256963733,0.0889435851,"n#C","Neg",1,1,0,"TRANSIENT",1,453,3,NA,"primary","transparent","word",2,1315.26,1129.05,19,"male","British English","no","Norfolk","Japanese - basic","no","English Language and English Language Teaching (Year 2)","Anglia Ruskin University","yes. for 1 year (with university)","yes","yes","yes","yes","unaccented","Experiment_1",0,6.11589212548303,0,0.0022075055187638,-6.11589212548303,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","Pause",3.47995153586566,"LowFreq","simply_decomposed"
"1003",2186,"intransient","Experiment_1_participant_29",3464,"Participant_29_233.TextGrid","N","N","Accented","Mandy",150,1.0443197279,4,12,0.0932015306,"I","V",0.0485263605,"tS","C",0.1333946912,0,0,2.0419060693,"GlottalStop",0.0735328798,11.4907338045,0.215260771,0.8290589569,0.215260771,0.9707868481,0.1417278912,"n#C","Neg",1,1,0,"TRANSIENT",1,453,3,NA,"primary","transparent","word",1,1220.52,1005.9,61,"Female","British","no","UK","French medium","no","not currently","Leicester","yes","yes","yes","yes","yes","accented","Experiment_1",0,6.11589212548303,0,0.0022075055187638,-6.11589212548303,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","No Pause",1.95895396959727,"LowFreq","simply_decomposed"
"1004",2187,"intransient","Experiment_1_participant_15",995,"Participant_15_189.TextGrid","N","N","Accented","Mandy",100,0.8423458623,4,11,0.0759492171,"I","V",0.0466052014,"tS","C",0.1096085292,0.0514111361,0,2.0013308651,"NoGlottalStop",0,13.0587689605,0.1225544185,0.7197914438,0.1225544185,0.8423458623,0.1225544185,"n#C","Neg",1,1,0,"TRANSIENT",1,453,3,NA,"primary","transparent","word",1,905.94,743.31,57,"female","British English","No","South East England","French - proficient. Italian - proficient. German - medium proficient","No","MA in Translation. 3rd year","Bristol","No","No","No","No","No","accented","Experiment_1",0,6.11589212548303,0,0.0022075055187638,-6.11589212548303,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","No Pause",1.99867001991204,"LowFreq","simply_decomposed"
"1005",2188,"intransient","Experiment_1_participant_5",4851,"Participant_5_89.TextGrid","N","N","Unaccented","Yannick",307,0.6662275942,4,10,0.0673773307,"I","V",0.0762206511,"tS","C",0.1243200715,0,0,3.0220327089,"NoGlottalStop",0,15.009885641,0.1435979818,0.5226296125,0.1435979818,0.6662275942,0.1435979818,"n#C","Neg",1,1,0,"TRANSIENT",1,453,3,NA,"primary","transparent","word",1,679.63,564.35,20,"Male","British English","No","Nantwich","None","A couple of phrases","Computer Gaming Technology Extended course. First Year","Anglia Ruskin","No","No","No","No","No","unaccented","Experiment_1",0,6.11589212548303,0,0.0022075055187638,-6.11589212548303,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","No Pause",2.97812792478872,"LowFreq","simply_decomposed"
"1007",2190,"intransient","Experiment_1_participant_22",2226,"Participant_22_270.TextGrid","N","N","Unaccented","Lara",191,0.74852044,3,10,0.0711515396,"I","V",0.0538983471,"tS","C",0.0985851852,0.9706248425,0,3.929861786,"NoGlottalStop",0,13.3596886154,0.1250498866,0.6234705533,0.1250498866,0.74852044,0.1250498866,"n#C","Neg",1,1,0,"TRANSIENT",1,453,3,NA,"primary","transparent","word",1,1236.11,1055.97,30,"Female","English","No","Cambridge UK","None","No","English Language teaching. 1st year","Anglia Ruskin Cambridge","No","currently Studying","currently Studying","currently Studying","currently Studying","unaccented","Experiment_1",0,6.11589212548303,0,0.0022075055187638,-6.11589212548303,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","No Pause",2.29015687830605,"LowFreq","simply_decomposed"
"1008",2191,"intransient","Experiment_1_participant_12",420,"Participant_12_174.TextGrid","N","N","Accented","Mandy",84,0.7554662132,3,9,0.1067861677,"I","V",0.038696548,"t","C",0.0897363842,0.0596403628,0.1495881192,2.0858980795,"NoGlottalStop",0,11.9131734065,0.1454827157,0.6099834974,0.1454827157,0.7554662132,0.1454827157,"n#C","Neg",1,1,0,"TRANSIENT",1,453,3,NA,"primary","transparent","word",1,968.23,763.05,19,"female","British ","no","Kettering. Northamptonshire. England","Medium French. basic German and currently learning Spanish to a medium level","Slight knowledge- I study linguistics at uni and did English langueg and A-Level and we look at it in the history of language (basic level- studied for around 4 months) ","English Language and Linguistics (BA HONS) 2nd year","Anglia Ruskin University","Currently in my 2nd year of the course at university","Yes","Yes","Yes","Yes","accented","Experiment_1",0,6.11589212548303,0,0.0022075055187638,-6.11589212548303,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","Pause",1.91763923621753,"LowFreq","simply_decomposed"
"1009",2192,"intransient","Experiment_1_participant_11",331,"Participant_11_44.TextGrid","N","N","Accented","Viktoria",258,1.1866838665,4,13,0.1006732278,"I","V",0.0726398489,"t","C",0.0696481402,0.0984228428,0.5281926104,3.203760393,"NoGlottalStop",0,10.9548973966,0.1733130768,1.0133707898,0.1733130768,1.1866838665,0.1733130768,"n#C","Neg",1,1,0,"TRANSIENT",1,453,3,NA,"primary","transparent","word",1,1004.83,804.63,19,"female","British English","I only know British English","Cuckfield. West Sussex. UK","I know a little weeny bit of spanish (did it for GCSE)","No knowledge of latin- always something I wish I was taught","I am currently studying English Language and English Language Teaching","Anglia Ruskin University","Not really. but did occur slightly in my English Language A-Level","As I have just started the course. I've had 2 lectures on it!","Just had 2 lectures on it!","Not as of yet.","Slightly. 2 lectures into it.","accented","Experiment_1",0,6.11589212548303,0,0.0022075055187638,-6.11589212548303,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","Pause",1.24853282060036,"LowFreq","simply_decomposed"
"1010",2193,"intransient","Experiment_1_participant_20",1907,"Participant_20_161.TextGrid","N","N","Accented","Mandy",70,1.0024834208,4,11,0.1119424116,"I","V",0.042624931,"tS","C",0.0954547696,0.1212592127,0.2707729993,2.4816934022,"NoGlottalStop",0,10.9727500448,0.1545673426,0.8479160781,0.1545673426,1.0024834208,0.1545673426,"n#C","Neg",1,1,0,"TRANSIENT",1,453,3,NA,"primary","transparent","word",4,928.7,842.19,24,"female","British English ","no","West Sussex","Mandarin. Basic ","no","MA Dramatherapy year 1","Anglia Ruskin","No","No","No","No","No","accented","Experiment_1",0,6.11589212548303,0,0.0022075055187638,-6.11589212548303,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","Pause",1.61180264913226,"LowFreq","difficultly_decomposed"
"1011",2194,"intransient","Experiment_1_participant_32",4189,"Participant_32_205.TextGrid","N","N","Accented","Simon",119,0.8008687352,4,11,0.1046631708,"I","V",0.0569260204,"t","C",0.0511711888,0.0476768707,0,3.9365665155,"NoGlottalStop",0,13.7350848096,0.1615891912,0.639279544,0.1615891912,0.8008687352,0.1615891912,"n#C","Neg",1,1,0,"TRANSIENT",1,453,3,NA,"primary","transparent","word",1,609.81,528.25,18,"Female","British English","No","North London","Basic French","Yes I did Latin GCSE","Natural Sciences (Biological). 1st year","Cambridge","No","No","No","No","No","unaccented","Experiment_1",0,6.11589212548303,0,0.0022075055187638,-6.11589212548303,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","No Pause",2.28625630090665,"LowFreq","simply_decomposed"
"1012",2195,"intransient","Experiment_1_participant_26",2920,"Participant_26_246.TextGrid","N","N","Accented","Mandy",164,1.0217908141,4,12,0.1379794286,"I","V",0.1027062642,"tS","C",0.1344414945,0,0,2.1868557977,"NoGlottalStop",0,11.744086788,0.2406856928,0.7811051213,0.2406856928,1.0217908141,0.2406856928,"n#C","Neg",1,1,0,"TRANSIENT",1,453,3,NA,"primary","transparent","word",1,740.99,621.16,19,"Male","British English","No","Buckingham. England","None","No","Computer Gaming Technology. 2nd Year","Anglia Ruskin University","No","No","no","No","No","accented","Experiment_1",0,6.11589212548303,0,0.0022075055187638,-6.11589212548303,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","No Pause",1.82911008773736,"LowFreq","simply_decomposed"
"1013",2196,"intransitive","Experiment_1_participant_6",4866,"Participant_6_107.TextGrid","N","N","Unaccented","Yannick",10,0.7547500891,4,11,0.0734158769,"I","V",0.0425708222,"tS","C",0.1147364081,0,0,3.1790513021,"NoGlottalStop",0,14.574360652,0.1159866991,0.63876339,0.1159866991,0.7547500891,0.1159866991,"n#C","Neg",31,44,1,"TRANSITIVE",31,55,4,"unstressed","primary","transparent","bound",1,691.99,605.49,32,"Male","British English","No","England. Hertfordshire","Very Basic Spanish","No","BA Fine Art","Anglia Ruskin","No","No","No","No","No","unaccented","Experiment_1",3.43398720448515,4.00733318523247,3.43398720448515,0.563636363636364,-0.573345980747325,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","No Pause",2.83103326896764,"MidFreq","simply_decomposed"
"1014",2197,"intransitive","Experiment_1_participant_12",468,"Participant_12_243.TextGrid","N","N","Accented","Mandy",161,0.8715616246,4,11,0.0866632654,"I","V",0.0566439434,"tS","C",0.1269540818,0.1383704133,0.0548462718,2.2005213442,"NoGlottalStop",0,12.621023791,0.1433072088,0.7282544158,0.1433072088,0.8715616246,0.1433072088,"n#C","Neg",31,44,1,"TRANSITIVE",31,55,4,"unstressed","primary","transparent","bound",1,968.23,763.05,19,"female","British ","no","Kettering. Northamptonshire. England","Medium French. basic German and currently learning Spanish to a medium level","Slight knowledge- I study linguistics at uni and did English langueg and A-Level and we look at it in the history of language (basic level- studied for around 4 months) ","English Language and Linguistics (BA HONS) 2nd year","Anglia Ruskin University","Currently in my 2nd year of the course at university","Yes","Yes","Yes","Yes","accented","Experiment_1",3.43398720448515,4.00733318523247,3.43398720448515,0.563636363636364,-0.573345980747325,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","Pause",1.81775105728602,"MidFreq","simply_decomposed"
"1015",2198,"intransitive","Experiment_1_participant_8",5250,"Participant_8_120.TextGrid","N","N","Accented","Viktoria",25,0.7592446575,4,11,0.078404302,"I","V",0.0559879882,"t","C",0.1041397465,0.1178896447,0,1.8276773567,"NoGlottalStop",0,14.4880835076,0.1343922902,0.6248523672,0.1343922902,0.7592446575,0.1343922902,"n#C","Neg",31,44,1,"TRANSITIVE",31,55,4,"unstressed","primary","transparent","bound",1,825.2,680.24,24,"female","British English","No","Surrey. England","None","No","English Language & Linguistics - First Year","Anglia Ruskin University","currently studying","currently studying","currently studying","currently studying","currently studying","accented","Experiment_1",3.43398720448515,4.00733318523247,3.43398720448515,0.563636363636364,-0.573345980747325,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","No Pause",2.18857009161742,"MidFreq","simply_decomposed"
"1016",2199,"intransitive","Experiment_1_participant_9",5443,"Participant_9_124.TextGrid","N","N","Unaccented","Yannick",29,1.0223741497,4,10,0.089679929,"I","V",0.072974797,"tS","C",0.1165908082,0.0739227959,0.0606282638,3.5687287411,"NoGlottalStop",0,9.7811549747,0.162654726,0.8597194236,0.162654726,1.0223741497,0.162654726,"n#C","Neg",31,44,1,"TRANSITIVE",31,55,4,"unstressed","primary","transparent","bound",2,1013.95,871.53,19,"female","British English","no","England","French. basic","no","BA(Hons) first year","Anglia Ruskin University","Yes. 2 years","Yes","Yes","Yes","Yes","unaccented","Experiment_1",3.43398720448515,4.00733318523247,3.43398720448515,0.563636363636364,-0.573345980747325,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","Pause",2.52190644145901,"MidFreq","simply_decomposed"
"1017",2200,"intransitive","Experiment_1_participant_4",4509,"Participant_4_131.TextGrid","N","N","Unaccented","Viktoria",37,0.5764589802,4,10,0.0603409675,"I","V",0.0453512704,"t","C",0.0795210884,0,0,2.7129094715,"NoGlottalStop",0,17.347288088,0.1056922379,0.4707667423,0.1056922379,0.5764589802,0.1056922379,"n#C","Neg",31,44,1,"TRANSITIVE",31,55,4,"unstressed","primary","transparent","bound",2,827.78,687.64,29,"MALE","BRITISH","N/A","SPRATTON. NORTHAMPTONSHIRE","BASIC FRENCH AND GERMAN","KNOWLEDGE FROM BIOMEDICAL TERMS","BIOMEDICAL SCIENCE YEAR 2","ANGLIA RUSKIN","NO","NO","NO","NO","NO","unaccented","Experiment_1",3.43398720448515,4.00733318523247,3.43398720448515,0.563636363636364,-0.573345980747325,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","No Pause",3.31747155389737,"MidFreq","simply_decomposed"
"1018",2201,"intransitive","Experiment_1_participant_13",573,"Participant_13_120.TextGrid","N","N","Accented","Simon",25,0.7706130322,4,11,0.055558579,"I","V",0.0364336105,"tS","C",0.1303832597,1.2731557067,0,4.0772577737,"NoGlottalStop",0,14.2743498224,0.0919921895,0.6786208428,0.0919921895,0.7706130322,0.0919921895,"n#C","Neg",31,44,1,"TRANSITIVE",31,55,4,"unstressed","primary","transparent","bound",1,1011.46,825.5,35,"male","British","no","UK","none","yes. 2 years","law phd 5 year","ARU","no","No","No","No","No","unaccented","Experiment_1",3.43398720448515,4.00733318523247,3.43398720448515,0.563636363636364,-0.573345980747325,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","No Pause",2.20736595514115,"MidFreq","simply_decomposed"
"1019",2202,"intransitive","Experiment_1_participant_27",3034,"Participant_27_136.TextGrid","N","N","Accented","Simon",42,0.9847227482,3,10,0.0769132138,"I","V",0.0625126239,"tS","C",0.0994059927,0.0726781313,0.1003162006,2.3011814396,"NoGlottalStop",0,10.1551426716,0.1394258378,0.8452969104,0.1394258378,0.9847227482,0.1394258378,"n#C","Neg",31,44,1,"TRANSITIVE",31,55,4,"unstressed","primary","transparent","bound",1,652.99,504.12,19,"Female","British English","No","Czech Republic (ages 4-7). mostly Cheltenham. England","Proficient - French. Spanish. very basic Czech and German","Yes. studied for 7 years - A* GCSE","MML. 1st Year","Cambridge","No","A couple of lectures","A couple of lectures","No","No","accented","Experiment_1",3.43398720448515,4.00733318523247,3.43398720448515,0.563636363636364,-0.573345980747325,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","Pause",1.73823755535561,"MidFreq","simply_decomposed"
"1020",2203,"intransitive","Experiment_1_participant_29",3420,"Participant_29_159.TextGrid","N","N","Accented","Mandy",67,1.1857709751,4,12,0.1053034091,"I","V",0.0577516215,"tS","C",0.207119947,0,0,2.2998547632,"GlottalStop",0.0921301545,10.1199980877,0.2551851852,0.9301344256,0.2551851852,1.0936408205,0.1630550307,"n#C","Neg",31,44,1,"TRANSITIVE",31,55,4,"unstressed","primary","transparent","bound",1,1220.52,1005.9,61,"Female","British","no","UK","French medium","no","not currently","Leicester","yes","yes","yes","yes","yes","accented","Experiment_1",3.43398720448515,4.00733318523247,3.43398720448515,0.563636363636364,-0.573345980747325,NA,NA,NA,NA,NA,NA,"n",1,"word","No Pause","No Pause",1.73924026160436,"MidFreq","simply_decomposed"
"1021",2204,"intransitive","Experiment_1_participant_30",3760,"Participant_30_113.TextGrid","N","N","Accented","Lara",17,0.9091878046,4,11,0.1277646034,"I","V",0.0567682683,"tS","C",0.1650965409,0.2777222424,0,2.1894651234,"NoGlottalStop",0,12.0987104587,0.1845328717,0.7246549329,0.1845328717,0.9091878046,0.1845328717,"n#C","Neg",31,44,1,"TRANSITIVE",31,55,4,"unstressed","primary","transparent","bound",1,658.03,536.12,18,"Female","British English","N/A","North London","Proficient French and German. Medium proficient Spanish","No","MML- Year 1","Cambridge University","No","No","No","No","No","accented","Experiment_1",3.43398720448515,4.00733318523247,3.43398720448515,0.563636363636364,-0.573345980747325,NA,NA,NA,NA,NA,NA,"n",1,"word","Pause","No Pause",1.82693022019389,"MidFreq","simply_decomposed"
