"","X","Item","Participant","ID","Filename","DeletionMorph","DeviantPronun","Accentuation","Annotator","Order","WordDur","SyllNum","SegNum","ConsonantDur","PrecSeg","PrecSegVC","PrecSegDur","FollSeg","FollSegVC","FollSegDur","PrePauseDur","PostPauseDur","SentenceDur","GlottalStop","GlottalStopDur","LocSpeech","AffixDur","BaseDuration","FirstSyllDur","WordDurWithoutGlottalStop","AffixDurWithoutGlottalStop","Environment","Affix","WordFormFrequencyBNC","WordFormFrequencyAllCOCA","WordFormFrequencySpokenCOCA","Base","WordLemmaFrequencyBNC","BaseLemmaFrequencyBNC","SyllPhon","AffixStress","BaseInitialStress","SemanticTransparency","TypeOfRoot","Rating","TimeRating","TotalTime","Age","Sex","L1","Bilingual","Grow_Up_Region","Languages","Latin","Profession_Studies","University","Knowledge_English_Ling","Phonetics","Phonology","Morphology","Semantics","AccentuationCondition","Experiment","logWordFormFreq","logBaseLemmaFreq","logWordLemmaFreq","RelFreq","logRelFreq","Root","BaseFinalStress","SuffixAdjSuffix","LastSyllDur","InCorpus","Consonant","Orthography","median","TypeOfBase","ConsonantDurMS","PrePause","PostPause","GlobalSpeechRate","WordFreqCategorical","StressPattern"
"416",416,"immortal","Experiment_1_participant_9",5573,"Participant_9_38.TextGrid","N","N","Accented","Mandy",251,0.7001184177,3,7,0.1265724305,"I","V",0.0520319614,"O","V",0.1700917714,0,0,1.6789446911,"GlottalStop",0.0385113047,9.9983086042,0.2171156966,0.4830027211,0.2171156966,0.661607113,0.1786043919,"m#mV","Neg",261,1369,128,"mortal",278,633,3,"unstressed","primary","transparent","word",1,1013.95,871.53,19,"female","British English","no","England","French. basic","no","BA(Hons) first year","Anglia Ruskin University","Yes. 2 years","Yes","Yes","Yes","Yes","accented","Experiment_1",5.56452040732269,6.45047042214418,5.62762111369064,0.439178515007899,-0.822849308453539,NA,NA,NA,NA,NA,NA,"mm",1,"word",126.5724305,"no pause","no pause",2.38244894022048,"HighFreq","unstressed-primary"
"417",417,"immortal","Experiment_1_participant_28",3264,"Participant_28_197.TextGrid","N","N","Accented","Lara",109,0.6899418274,3,5,0.1010404282,"I","V",0.0691117135,"o","V",0.1891244837,0,0,1.8508068027,"NoGlottalStop",0,7.2469877916,0.1701521418,0.5197896856,0.1701521418,0.6899418274,0.1701521418,"m#mV","Neg",261,1369,128,"mortal",278,633,3,"unstressed","primary","transparent","word",1,757.61,650.42,19,"Female","British English","No","Kent. England","Brazilian Portuguese. basic","No","Psychological and Behavioural Sciences. First Year","University of Cambridge","No","No","No","No","No","accented","Experiment_1",5.56452040732269,6.45047042214418,5.62762111369064,0.439178515007899,-0.822849308453539,NA,NA,NA,NA,NA,NA,"mm",1,"word",101.0404282,"no pause","no pause",2.16121963360233,"HighFreq","unstressed-primary"
"418",418,"immortal","Experiment_1_participant_4",4605,"Participant_4_284.TextGrid","N","N","Unaccented","Mandy",206,0.4204544948,3,5,0.0899654821,"I","V",0.0499065223,"O","V",0.1297406493,0,0,2.6735204494,"NoGlottalStop",0,11.8918933256,0.1398720045,0.2805824903,0.1398720045,0.4204544948,0.1398720045,"m#mV","Neg",261,1369,128,"mortal",278,633,3,"unstressed","primary","transparent","word",1,827.78,687.64,29,"MALE","BRITISH","N/A","SPRATTON. NORTHAMPTONSHIRE","BASIC FRENCH AND GERMAN","KNOWLEDGE FROM BIOMEDICAL TERMS","BIOMEDICAL SCIENCE YEAR 2","ANGLIA RUSKIN","NO","NO","NO","NO","NO","unaccented","Experiment_1",5.56452040732269,6.45047042214418,5.62762111369064,0.439178515007899,-0.822849308453539,NA,NA,NA,NA,NA,NA,"mm",1,"word",89.9654821,"no pause","no pause",3.36634791853558,"HighFreq","unstressed-primary"
"419",419,"immortal","Experiment_1_participant_27",3189,"Participant_27_88.TextGrid","N","N","Accented","Yannick",306,0.6921779614,3,5,0.117821389,"I","V",0.0973291164,"O","V",0.1690023495,0,0,1.7153750199,"NoGlottalStop",0,7.2235758412,0.2151505054,0.477027456,0.2151505054,0.6921779614,0.2151505054,"m#mV","Neg",261,1369,128,"mortal",278,633,3,"unstressed","primary","transparent","word",1,652.99,504.12,19,"Female","British English","No","Czech Republic (ages 4-7). mostly Cheltenham. England","Proficient - French. Spanish. very basic Czech and German","Yes. studied for 7 years - A* GCSE","MML. 1st Year","Cambridge","No","A couple of lectures","A couple of lectures","No","No","accented","Experiment_1",5.56452040732269,6.45047042214418,5.62762111369064,0.439178515007899,-0.822849308453539,NA,NA,NA,NA,NA,NA,"mm",1,"word",117.821389,"no pause","no pause",2.33185160888794,"HighFreq","unstressed-primary"
"420",420,"immortal","Experiment_1_participant_19",1758,"Participant_19_224.TextGrid","N","N","Unaccented","Lara",140,0.5414432212,3,6,0.0941857642,"I","V",0.0798734146,"o","V",0.2061377042,0.0401854551,0,3.3310714286,"NoGlottalStop",0,11.0814943561,0.1740591788,0.3673840424,0.1740591788,0.5414432212,0.1740591788,"m#mV","Neg",261,1369,128,"mortal",278,633,3,"unstressed","primary","transparent","word",3,1680.43,1512.78,19,"male","British","Not bilingual","Brentwood. Essex","Can speak no other language","I know of latin but have never learnt or attempted to speak it","Film Year 1","Anglia Ruskin","NO","No","No","No","No","unaccented","Experiment_1",5.56452040732269,6.45047042214418,5.62762111369064,0.439178515007899,-0.822849308453539,NA,NA,NA,NA,NA,NA,"mm",1,"word",94.1857642,"pause","no pause",2.70183338691796,"HighFreq","unstressed-primary"
"421",421,"immortal","Experiment_1_participant_8",5321,"Participant_8_23.TextGrid","N","N","Accented","Mandy",146,0.6608106576,3,6,0.1365264042,"I","V",0.0533351118,"O","V",0.1733436014,0.0388137009,0.2309739229,1.899024887,"NoGlottalStop",0,9.0797567064,0.189861516,0.4709491416,0.189861516,0.6608106576,0.189861516,"m#mV","Neg",261,1369,128,"mortal",278,633,3,"unstressed","primary","transparent","word",1,825.2,680.24,24,"female","British English","No","Surrey. England","None","No","English Language & Linguistics - First Year","Anglia Ruskin University","currently studying","currently studying","currently studying","currently studying","currently studying","accented","Experiment_1",5.56452040732269,6.45047042214418,5.62762111369064,0.439178515007899,-0.822849308453539,NA,NA,NA,NA,NA,NA,"mm",1,"word",136.5264042,"pause","pause",2.10634417030681,"HighFreq","unstressed-primary"
"422",422,"immotile","Experiment_1_participant_29",3472,"Participant_29_241.TextGrid","N","N","Unaccented","Mandy",159,0.6954930713,3,6,0.0938483051,"I","V",0.0722651511,"oU","V",0.1615793775,0.2620288486,0,3.4754251544,"NoGlottalStop",0,8.626973075,0.1661134562,0.5293796151,0.1661134562,0.6954930713,0.1661134562,"m#mV","Neg",2,2,0,"motile",2,7,3,"unstressed","primary","transparent","word",1,1220.52,1005.9,61,"Female","British","no","UK","French medium","no","not currently","Leicester","yes","yes","yes","yes","yes","unaccented","Experiment_1",0.693147180559945,1.94591014905531,0.693147180559945,0.285714285714286,-1.25276296849537,NA,NA,NA,NA,NA,NA,"mm",2,"word",93.8483051,"pause","no pause",2.58961122745104,"LowFreq","unstressed-primary"
"423",423,"immotile","Experiment_1_participant_20",1998,"Participant_20_307.TextGrid","N","N","Accented","Mandy",232,0.8616380532,3,7,0.1340194081,"i","V",0.0954740031,"oU","V",0.1862039564,0.1512165888,0.4073952805,2.6258315895,"NoGlottalStop",0,8.1240608793,0.2294934113,0.6321446419,0.2294934113,0.8616380532,0.2294934113,"m#mV","Neg",2,2,0,"motile",2,7,3,"unstressed","primary","transparent","word",2,928.7,842.19,24,"female","British English ","no","West Sussex","Mandarin. Basic ","no","MA Dramatherapy year 1","Anglia Ruskin","No","No","No","No","No","accented","Experiment_1",0.693147180559945,1.94591014905531,0.693147180559945,0.285714285714286,-1.25276296849537,NA,NA,NA,NA,NA,NA,"mm",2,"word",134.0194081,"pause","pause",1.52332693992826,"LowFreq","unstressed-primary"
"424",424,"immotile","Experiment_1_participant_2",3625,"Participant_2_199.TextGrid","N","N","Unaccented","Yannick",111,0.6076561664,3,7,0.0679284789,"I","V",0.071711156,"@U","V",0.1594881496,0.0951792922,0,3.0520552391,"GlottalStop",0.0173388541,11.519672451,0.156978489,0.4506776774,0.156978489,0.5903173123,0.1396396349,"m#mV","Neg",2,2,0,"motile",2,7,3,"unstressed","primary","transparent","word",4,583.45,489.35,28,"Male","English","No","Essex","None","No","PhD Film Studies. 4th Year","Anglia Ruskin","Yes. A-Level","Not formally","No","No","Yes","unaccented","Experiment_1",0.693147180559945,1.94591014905531,0.693147180559945,0.285714285714286,-1.25276296849537,NA,NA,NA,NA,NA,NA,"mm",2,"word",67.9284789,"pause","no pause",2.94883260456778,"LowFreq","unstressed-primary"
"425",425,"immotile","Experiment_1_participant_26",2871,"Participant_26_168.TextGrid","N","N","Unaccented","Viktoria",77,0.5197680535,3,6,0.0587582592,"I","V",0.0421242267,"@U","V",0.1422595112,0,0,3.1220921607,"NoGlottalStop",0,11.5436105768,0.1008824858,0.4188855677,0.1008824858,0.5197680535,0.1008824858,"m#mV","Neg",2,2,0,"motile",2,7,3,"unstressed","primary","transparent","word",4,740.99,621.16,19,"Male","British English","No","Buckingham. England","None","No","Computer Gaming Technology. 2nd Year","Anglia Ruskin University","No","No","no","No","No","unaccented","Experiment_1",0.693147180559945,1.94591014905531,0.693147180559945,0.285714285714286,-1.25276296849537,NA,NA,NA,NA,NA,NA,"mm",2,"word",58.7582592,"no pause","no pause",2.88268236065848,"LowFreq","unstressed-primary"
"426",426,"immotile","Experiment_1_participant_9",5508,"Participant_9_222.TextGrid","N","N","Unaccented","Lara",138,0.5419931826,3,6,0.0885505923,"I","V",0.0335239244,"o","V",0.1532253335,0.0437227229,0,2.8517158233,"NoGlottalStop",0,11.0702499462,0.1220745167,0.4199186659,0.1220745167,0.5419931826,0.1220745167,"m#mV","Neg",2,2,0,"motile",2,7,3,"unstressed","primary","transparent","word",3,1013.95,871.53,19,"female","British English","no","England","French. basic","no","BA(Hons) first year","Anglia Ruskin University","Yes. 2 years","Yes","Yes","Yes","Yes","unaccented","Experiment_1",0.693147180559945,1.94591014905531,0.693147180559945,0.285714285714286,-1.25276296849537,NA,NA,NA,NA,NA,NA,"mm",2,"word",88.5505923,"pause","no pause",3.15599469149953,"LowFreq","unstressed-primary"
"427",427,"immotile","Experiment_1_participant_16",1150,"Participant_16_142.TextGrid","N","N","Unaccented","Yannick",49,0.5292446458,3,6,0.0811458436,"I","V",0.0763969513,"@U","V",0.1095707532,0.029185363,0,2.8431194336,"NoGlottalStop",0,11.3369120448,0.1575427949,0.3717018509,0.1575427949,0.5292446458,0.1575427949,"m#mV","Neg",2,2,0,"motile",2,7,3,"unstressed","primary","transparent","word",1,1587.84,1397.33,23,"Male","English (British)","No","Canada","None","No","Zoology. 3rd year","Anglia Ruskin University","No","No","No","No","No","unaccented","Experiment_1",0.693147180559945,1.94591014905531,0.693147180559945,0.285714285714286,-1.25276296849537,NA,NA,NA,NA,NA,NA,"mm",2,"word",81.1458436,"pause","no pause",3.1655370835421,"LowFreq","unstressed-primary"
"428",428,"immotile","Experiment_1_participant_27",3049,"Participant_27_156.TextGrid","N","N","Unaccented","Simon",64,0.6720266955,3,6,0.0856232715,"I","V",0.0881717684,"@U","V",0.1131530098,0,0,2.8427542022,"NoGlottalStop",0,8.9282167512,0.17379504,0.4982316555,0.17379504,0.6720266955,0.17379504,"m#mV","Neg",2,2,0,"motile",2,7,3,"unstressed","primary","transparent","word",3,652.99,504.12,19,"Female","British English","No","Czech Republic (ages 4-7). mostly Cheltenham. England","Proficient - French. Spanish. very basic Czech and German","Yes. studied for 7 years - A* GCSE","MML. 1st Year","Cambridge","No","A couple of lectures","A couple of lectures","No","No","unaccented","Experiment_1",0.693147180559945,1.94591014905531,0.693147180559945,0.285714285714286,-1.25276296849537,NA,NA,NA,NA,NA,NA,"mm",2,"word",85.6232715,"no pause","no pause",3.16594378544403,"LowFreq","unstressed-primary"
"429",429,"immotile","Experiment_1_participant_6",5035,"Participant_6_83.TextGrid","N","N","Unaccented","Viktoria",301,0.6598352305,3,6,0.094732939,"I","V",0.0439362754,"@U","V",0.164190005,0,0,2.9785137674,"NoGlottalStop",0,9.0931792103,0.1386692144,0.5211660161,0.1386692144,0.6598352305,0.1386692144,"m#mV","Neg",2,2,0,"motile",2,7,3,"unstressed","primary","transparent","word",2,691.99,605.49,32,"Male","British English","No","England. Hertfordshire","Very Basic Spanish","No","BA Fine Art","Anglia Ruskin","No","No","No","No","No","unaccented","Experiment_1",0.693147180559945,1.94591014905531,0.693147180559945,0.285714285714286,-1.25276296849537,NA,NA,NA,NA,NA,NA,"mm",2,"word",94.732939,"no pause","no pause",3.02164122875828,"LowFreq","unstressed-primary"
"430",430,"immotile","Experiment_1_participant_13",566,"Participant_13_11.TextGrid","N","N","Accented","Simon",13,0.49875906,3,6,0.0793886443,"I","V",0.0416783247,"@U","V",0.1205282017,0.8297455782,0,2.4476926462,"NoGlottalStop",0,12.0298566609,0.121066969,0.377692091,0.121066969,0.49875906,0.121066969,"m#mV","Neg",2,2,0,"motile",2,7,3,"unstressed","primary","transparent","word",1,1011.46,825.5,35,"male","British","no","UK","none","yes. 2 years","law phd 5 year","ARU","no","No","No","No","No","accented","Experiment_1",0.693147180559945,1.94591014905531,0.693147180559945,0.285714285714286,-1.25276296849537,NA,NA,NA,NA,NA,NA,"mm",2,"word",79.3886443,"pause","no pause",1.63419210586343,"LowFreq","unstressed-primary"
"431",431,"immotile","Experiment_1_participant_28",3348,"Participant_28_50.TextGrid","N","N","Unaccented","Viktoria",265,0.727290372,3,6,0.0941916031,"I","V",0.0600841819,"@U","V",0.1455700942,0.3320010112,0.1127689534,4.2283793078,"NoGlottalStop",0,8.2497998474,0.1542757851,0.5730145869,0.1542757851,0.727290372,0.1542757851,"m#mV","Neg",2,2,0,"motile",2,7,3,"unstressed","primary","transparent","word",4,757.61,650.42,19,"Female","British English","No","Kent. England","Brazilian Portuguese. basic","No","Psychological and Behavioural Sciences. First Year","University of Cambridge","No","No","No","No","No","unaccented","Experiment_1",0.693147180559945,1.94591014905531,0.693147180559945,0.285714285714286,-1.25276296849537,NA,NA,NA,NA,NA,NA,"mm",2,"word",94.1916031,"pause","pause",2.12847508344341,"LowFreq","unstressed-primary"
"432",432,"immotile","Experiment_1_participant_22",2243,"Participant_22_297.TextGrid","N","N","Accented","Lara",220,0.5866368231,3,6,0.1129854787,"I","V",0.0532943669,"o","V",0.1147830167,0,0,1.4534033628,"NoGlottalStop",0,10.2277930124,0.1662798455,0.4203569776,0.1662798455,0.5866368231,0.1662798455,"m#mV","Neg",2,2,0,"motile",2,7,3,"unstressed","primary","transparent","word",3,1236.11,1055.97,30,"Female","English","No","Cambridge UK","None","No","English Language teaching. 1st year","Anglia Ruskin Cambridge","No","currently Studying","currently Studying","currently Studying","currently Studying","accented","Experiment_1",0.693147180559945,1.94591014905531,0.693147180559945,0.285714285714286,-1.25276296849537,NA,NA,NA,NA,NA,NA,"mm",2,"word",112.9854787,"no pause","no pause",2.75216096396939,"LowFreq","unstressed-primary"
"433",433,"immotile","Experiment_1_participant_32",4248,"Participant_32_291.TextGrid","N","N","Accented","Simon",214,0.7851207446,3,6,0.1000548486,"I","V",0.0476290657,"@U","V",0.1736827361,0.1278447379,0.2071811539,2.0449082663,"NoGlottalStop",0,7.6421366284,0.1476839142,0.6374368304,0.1476839142,0.7851207446,0.1476839142,"m#mV","Neg",2,2,0,"motile",2,7,3,"unstressed","primary","transparent","word",3,609.81,528.25,18,"Female","British English","No","North London","Basic French","Yes I did Latin GCSE","Natural Sciences (Biological). 1st year","Cambridge","No","No","No","No","No","accented","Experiment_1",0.693147180559945,1.94591014905531,0.693147180559945,0.285714285714286,-1.25276296849537,NA,NA,NA,NA,NA,NA,"mm",2,"word",100.0548486,"pause","pause",1.95607796492382,"LowFreq","unstressed-primary"
"434",434,"immotile","Experiment_1_participant_23",2326,"Participant_23_165.TextGrid","N","N","Accented","Viktoria",74,0.7229107612,3,6,0.0779099307,"I","V",0.0713163712,"@U","V",0.1698388681,0.4691907874,0,2.2783330814,"NoGlottalStop",0,8.299779616,0.1492263019,0.5736844593,0.1492263019,0.7229107612,0.1492263019,"m#mV","Neg",2,2,0,"motile",2,7,3,"unstressed","primary","transparent","word",2,1127.05,942.98,55,"male","British English",NA,"North West England","basic french and german","2 years secondary school",NA,NA,"no","no","no","no","no","accented","Experiment_1",0.693147180559945,1.94591014905531,0.693147180559945,0.285714285714286,-1.25276296849537,NA,NA,NA,NA,NA,NA,"mm",2,"word",77.9099307,"pause","no pause",1.75566954307755,"LowFreq","unstressed-primary"
"435",435,"immotile","Experiment_1_participant_8",5307,"Participant_8_212.TextGrid","N","N","Accented","Mandy",127,0.7715759637,3,6,0.138472389,"I","V",0.0511054422,"oU","V",0.1368344421,0.321638322,0,2.196826517,"NoGlottalStop",0,7.7762920077,0.1895778311,0.5819981326,0.1895778311,0.7715759637,0.1895778311,"m#mV","Neg",2,2,0,"motile",2,7,3,"unstressed","primary","transparent","word",4,825.2,680.24,24,"female","British English","No","Surrey. England","None","No","English Language & Linguistics - First Year","Anglia Ruskin University","currently studying","currently studying","currently studying","currently studying","currently studying","accented","Experiment_1",0.693147180559945,1.94591014905531,0.693147180559945,0.285714285714286,-1.25276296849537,NA,NA,NA,NA,NA,NA,"mm",2,"word",138.472389,"pause","no pause",1.8208083201137,"LowFreq","unstressed-primary"
"436",436,"immotile","Experiment_1_participant_24",2523,"Participant_24_184.TextGrid","N","N","Accented","Simon",95,0.7877920587,3,6,0.112200558,"I","V",0.06414848,"O","V",0.1131807708,0.5593462633,0.3477528958,2.9612973761,"NoGlottalStop",0,7.6162230045,0.176349038,0.6114430206,0.176349038,0.7877920587,0.176349038,"m#mV","Neg",2,2,0,"motile",2,7,3,"unstressed","primary","transparent","word",4,1106.06,951.67,47,"m","English British ","no","United Kingdom","French basic","no","not applicable","not applicable","no","no","no","no","no","accented","Experiment_1",0.693147180559945,1.94591014905531,0.693147180559945,0.285714285714286,-1.25276296849537,NA,NA,NA,NA,NA,NA,"mm",2,"word",112.200558,"pause","pause",1.35075930984951,"LowFreq","unstressed-primary"
"437",437,"immotile","Experiment_1_participant_18",1535,"Participant_18_168.TextGrid","N","N","Accented","Simon",77,1.3235328798,3,7,0.1385805519,"I","V",0.0421822265,"@U","V",0.1661828887,0,0.1039537415,2.5467137188,"GlottalStop",0.4579289494,5.2888750304,0.6386917278,0.684841152,0.6386917278,0.8656039305,0.1807627784,"m#mV","Neg",2,2,0,"motile",2,7,3,"unstressed","primary","transparent","word",1,1053.82,889.01,21,"female","british","no","lincolnshire","german - medium. dutch - basic","yes - 5 years - basic","marine biology - 2","anglia ruskin","no","no","no","no","no","accented","Experiment_1",0.693147180559945,1.94591014905531,0.693147180559945,0.285714285714286,-1.25276296849537,NA,NA,NA,NA,NA,NA,"mm",2,"word",138.5805519,"no pause","pause",1.57065160896246,"LowFreq","unstressed-primary"
"438",438,"immotile","Experiment_1_participant_4",4601,"Participant_4_279.TextGrid","N","N","Accented","Mandy",200,0.6697312069,3,6,0.079952099,"I","V",0.0673447574,"oI","V",0.1646001288,0,0.1618769326,1.5739167442,"NoGlottalStop",0,8.9588180123,0.1472968564,0.5224343505,0.1472968564,0.6697312069,0.1472968564,"m#mV","Neg",2,2,0,"motile",2,7,3,"unstressed","primary","transparent","word",1,827.78,687.64,29,"MALE","BRITISH","N/A","SPRATTON. NORTHAMPTONSHIRE","BASIC FRENCH AND GERMAN","KNOWLEDGE FROM BIOMEDICAL TERMS","BIOMEDICAL SCIENCE YEAR 2","ANGLIA RUSKIN","NO","NO","NO","NO","NO","accented","Experiment_1",0.693147180559945,1.94591014905531,0.693147180559945,0.285714285714286,-1.25276296849537,NA,NA,NA,NA,NA,NA,"mm",2,"word",79.952099,"no pause","pause",2.54143048845518,"LowFreq","unstressed-primary"
"439",439,"immotile","Experiment_1_participant_12",472,"Participant_12_254.TextGrid","N","N","Unaccented","Mandy",173,0.5607547336,3,6,0.1152226728,"I","V",0.0434646166,"O","V",0.098902522,0,0,2.7720844403,"NoGlottalStop",0,10.6998650925,0.1586872895,0.4020674442,0.1586872895,0.5607547336,0.1586872895,"m#mV","Neg",2,2,0,"motile",2,7,3,"unstressed","primary","transparent","word",1,968.23,763.05,19,"female","British ","no","Kettering. Northamptonshire. England","Medium French. basic German and currently learning Spanish to a medium level","Slight knowledge- I study linguistics at uni and did English langueg and A-Level and we look at it in the history of language (basic level- studied for around 4 months) ","English Language and Linguistics (BA HONS) 2nd year","Anglia Ruskin University","Currently in my 2nd year of the course at university","Yes","Yes","Yes","Yes","unaccented","Experiment_1",0.693147180559945,1.94591014905531,0.693147180559945,0.285714285714286,-1.25276296849537,NA,NA,NA,NA,NA,NA,"mm",2,"word",115.2226728,"no pause","no pause",3.24665434759484,"LowFreq","unstressed-primary"
"440",440,"immotile","Experiment_1_participant_11",299,"Participant_11_270.TextGrid","N","N","Unaccented","Lara",191,0.5569099518,3,6,0.0943526372,"I","V",0.0445171462,"O","V",0.1259511662,0,0,3.8420465725,"NoGlottalStop",0,10.7737345703,0.1388697833,0.4180401684,0.1388697833,0.5569099518,0.1388697833,"m#mV","Neg",2,2,0,"motile",2,7,3,"unstressed","primary","transparent","word",1,1004.83,804.63,19,"female","British English","I only know British English","Cuckfield. West Sussex. UK","I know a little weeny bit of spanish (did it for GCSE)","No knowledge of latin- always something I wish I was taught","I am currently studying English Language and English Language Teaching","Anglia Ruskin University","Not really. but did occur slightly in my English Language A-Level","As I have just started the course. I've had 2 lectures on it!","Just had 2 lectures on it!","Not as of yet.","Slightly. 2 lectures into it.","unaccented","Experiment_1",0.693147180559945,1.94591014905531,0.693147180559945,0.285714285714286,-1.25276296849537,NA,NA,NA,NA,NA,NA,"mm",2,"word",94.3526372,"no pause","no pause",2.34250153665986,"LowFreq","unstressed-primary"
"441",441,"immovable","Experiment_1_participant_16",1157,"Participant_16_152.TextGrid","N","N","Accented","Yannick",60,0.6826749271,4,8,0.1005050855,"I","V",0.0822691614,"u","V",0.1359277117,0.0387212827,0.2724449278,1.9876822753,"GlottalStop",0.0169042436,11.7186082017,0.1996784904,0.4829964367,0.1996784904,0.6657706835,0.1827742469,"m#mV","Neg",88,267,13,"movable",90,129,4,"unstressed","primary","transparent","word",1,1587.84,1397.33,23,"Male","English (British)","No","Canada","None","No","Zoology. 3rd year","Anglia Ruskin University","No","No","No","No","No","accented","Experiment_1",4.47733681447821,4.85981240436167,4.49980967033027,0.697674418604651,-0.360002734031407,NA,NA,NA,NA,NA,NA,"mm",1,"word",100.5050855,"pause","pause",2.01239405799716,"MidFreq","unstressed-primary"
"442",442,"immovable","Experiment_1_participant_29",3417,"Participant_29_155.TextGrid","N","N","Accented","Mandy",63,0.9702097506,4,7,0.1617601804,"I","V",0.1156392485,"u","V",0.2392029898,0.2384886621,0.2343299434,2.5337170244,"NoGlottalStop",0,7.2149347045,0.2773994289,0.6928103217,0.2773994289,0.9702097506,0.2773994289,"m#mV","Neg",88,267,13,"movable",90,129,4,"unstressed","primary","transparent","word",1,1220.52,1005.9,61,"Female","British","no","UK","French medium","no","not currently","Leicester","yes","yes","yes","yes","yes","accented","Experiment_1",4.47733681447821,4.85981240436167,4.49980967033027,0.697674418604651,-0.360002734031407,NA,NA,NA,NA,NA,NA,"mm",1,"word",161.7601804,"pause","pause",1.57870826200381,"MidFreq","unstressed-primary"
"443",443,"immovable","Experiment_1_participant_24",2641,"Participant_24_81.TextGrid","N","N","Accented","Yannick",299,0.6862600385,4,8,0.112304325,"I","V",0.0815709132,"u","V",0.1782964201,0.0850470006,0,4.2110638795,"NoGlottalStop",0,11.6573886735,0.1938752382,0.4923848003,0.1938752382,0.6862600385,0.1938752382,"m#mV","Neg",88,267,13,"movable",90,129,4,"unstressed","primary","transparent","word",1,1106.06,951.67,47,"m","English British ","no","United Kingdom","French basic","no","not applicable","not applicable","no","no","no","no","no","unaccented","Experiment_1",4.47733681447821,4.85981240436167,4.49980967033027,0.697674418604651,-0.360002734031407,NA,NA,NA,NA,NA,NA,"mm",1,"word",112.304325,"pause","no pause",2.13722713725934,"MidFreq","unstressed-primary"
"444",444,"immovable","Experiment_1_participant_26",3002,"Participant_26_86.TextGrid","N","N","Accented","Simon",304,0.7685662704,4,8,0.0761730129,"I","V",0.0891692045,"u","V",0.1601289867,0.1091051009,0.13101042,2.0133096498,"NoGlottalStop",0,10.4089917924,0.1653422174,0.603224053,0.1653422174,0.7685662704,0.1653422174,"m#mV","Neg",88,267,13,"movable",90,129,4,"unstressed","primary","transparent","word",1,740.99,621.16,19,"Male","British English","No","Buckingham. England","None","No","Computer Gaming Technology. 2nd Year","Anglia Ruskin University","No","No","no","No","No","accented","Experiment_1",4.47733681447821,4.85981240436167,4.49980967033027,0.697674418604651,-0.360002734031407,NA,NA,NA,NA,NA,NA,"mm",1,"word",76.1730129,"pause","pause",1.9867783380452,"MidFreq","unstressed-primary"
"445",445,"immovable","Experiment_1_participant_13",648,"Participant_13_236.TextGrid","N","N","Accented","Yannick",153,0.4944006183,4,7,0.0542741943,"I","V",0.0328453383,"Y","V",0.1180687357,0.1191781614,0.2969591357,1.7163236812,"NoGlottalStop",0,14.1585583455,0.0871195326,0.4072810857,0.0871195326,0.4944006183,0.0871195326,"m#mV","Neg",88,267,13,"movable",90,129,4,"unstressed","primary","transparent","word",1,1011.46,825.5,35,"male","British","no","UK","none","yes. 2 years","law phd 5 year","ARU","no","No","No","No","No","accented","Experiment_1",4.47733681447821,4.85981240436167,4.49980967033027,0.697674418604651,-0.360002734031407,NA,NA,NA,NA,NA,NA,"mm",1,"word",54.2741943,"pause","pause",2.33056272765713,"MidFreq","unstressed-primary"
"446",446,"immovable","Experiment_1_participant_17",1441,"Participant_17_298.TextGrid","N","N","Accented","Mandy",221,0.6842813353,4,7,0.1075564326,"I","V",0.0362764299,"u","V",0.1202850045,0,0.0786601777,1.6954255843,"GlottalStop",0.0561263117,10.2297105576,0.1999591743,0.484322161,0.1999591743,0.6281550236,0.1438328625,"m#mV","Neg",88,267,13,"movable",90,129,4,"unstressed","primary","transparent","word",1,661.54,535.85,20,"Female","British English","No","3 years in Cambridge. 2 in Bristol. 3 in Felixstowe. 8 in Bradford. 2 in Abingdon","Basic French","No","2nd year Natural Sciences (Chemistry and materials)","Cambridge","No","No","No","No","No","accented","Experiment_1",4.47733681447821,4.85981240436167,4.49980967033027,0.697674418604651,-0.360002734031407,NA,NA,NA,NA,NA,NA,"mm",1,"word",107.5564326,"no pause","pause",2.35928963030926,"MidFreq","unstressed-primary"
"447",447,"immovable","Experiment_1_participant_27",3157,"Participant_27_46.TextGrid","N","N","Accented","Yannick",260,0.6785686296,4,7,0.1143740654,"I","V",0.0551512335,"Y","V",0.1298491343,0.0361037052,0.1766473435,1.950316701,"NoGlottalStop",0,10.3158320245,0.1695252989,0.5090433307,0.1695252989,0.6785686296,0.1695252989,"m#mV","Neg",88,267,13,"movable",90,129,4,"unstressed","primary","transparent","word",1,652.99,504.12,19,"Female","British English","No","Czech Republic (ages 4-7). mostly Cheltenham. England","Proficient - French. Spanish. very basic Czech and German","Yes. studied for 7 years - A* GCSE","MML. 1st Year","Cambridge","No","A couple of lectures","A couple of lectures","No","No","accented","Experiment_1",4.47733681447821,4.85981240436167,4.49980967033027,0.697674418604651,-0.360002734031407,NA,NA,NA,NA,NA,NA,"mm",1,"word",114.3740654,"pause","pause",2.0509489550846,"MidFreq","unstressed-primary"
