"","X","Item","Participant","ID","Filename","DeletionMorph","DeviantPronun","Accentuation","Annotator","Order","WordDur","SyllNum","SegNum","ConsonantDur","PrecSeg","PrecSegVC","PrecSegDur","FollSeg","FollSegVC","FollSegDur","PrePauseDur","PostPauseDur","SentenceDur","GlottalStop","GlottalStopDur","LocSpeech","AffixDur","BaseDuration","FirstSyllDur","WordDurWithoutGlottalStop","AffixDurWithoutGlottalStop","Environment","Affix","WordFormFrequencyBNC","WordFormFrequencyAllCOCA","WordFormFrequencySpokenCOCA","Base","WordLemmaFrequencyBNC","BaseLemmaFrequencyBNC","SyllPhon","AffixStress","BaseInitialStress","SemanticTransparency","TypeOfRoot","Rating","TimeRating","TotalTime","Age","Sex","L1","Bilingual","Grow_Up_Region","Languages","Latin","Profession_Studies","University","Knowledge_English_Ling","Phonetics","Phonology","Morphology","Semantics","AccentuationCondition","Experiment","logWordFormFreq","logBaseLemmaFreq","logWordLemmaFreq","RelFreq","logRelFreq","Root","BaseFinalStress","SuffixAdjSuffix","LastSyllDur","InCorpus","Consonant","Orthography","median","TypeOfBase","ConsonantDurMS","PrePause","PostPause","GlobalSpeechRate","WordFreqCategorical","StressPattern"
"448",448,"immovable","Experiment_1_participant_15",1105,"Participant_15_79.TextGrid","N","N","Unaccented","Yannick",296,0.4437093575,4,7,0.0624523989,"I","V",0.0632202094,"u","V",0.0942776034,0,0,2.9773245364,"NoGlottalStop",0,15.7760928007,0.1256726084,0.3180367491,0.1256726084,0.4437093575,0.1256726084,"m#mV","Neg",88,267,13,"movable",90,129,4,"unstressed","primary","transparent","word",1,905.94,743.31,57,"female","British English","No","South East England","French - proficient. Italian - proficient. German - medium proficient","No","MA in Translation. 3rd year","Bristol","No","No","No","No","No","unaccented","Experiment_1",4.47733681447821,4.85981240436167,4.49980967033027,0.697674418604651,-0.360002734031407,NA,NA,NA,NA,NA,NA,"mm",1,"word",62.4523989,"no pause","no pause",3.02284816114882,"MidFreq","unstressed-primary"
"449",449,"immovable","Experiment_1_participant_23",2417,"Participant_23_306.TextGrid","N","N","Unaccented","Mandy",231,0.5415992317,4,7,0.0813801954,"I","V",0.0575273795,"u","V",0.1052330113,0,0,2.7174334936,"NoGlottalStop",0,12.9246859853,0.138907575,0.4026916568,0.138907575,0.5415992317,0.138907575,"m#mV","Neg",88,267,13,"movable",90,129,4,"unstressed","primary","transparent","word",1,1127.05,942.98,55,"male","British English",NA,"North West England","basic french and german","2 years secondary school",NA,NA,"no","no","no","no","no","unaccented","Experiment_1",4.47733681447821,4.85981240436167,4.49980967033027,0.697674418604651,-0.360002734031407,NA,NA,NA,NA,NA,NA,"mm",1,"word",81.3801954,"no pause","no pause",3.31194857986275,"MidFreq","unstressed-primary"
"450",450,"immovable","Experiment_1_participant_4",4546,"Participant_4_196.TextGrid","N","N","Accented","Viktoria",108,0.6866487473,4,7,0.0888952413,"I","V",0.0729416503,"u","V",0.1519028946,0,0.0909722492,1.5801166181,"NoGlottalStop",0,10.194440793,0.1618368916,0.5248118557,0.1618368916,0.6866487473,0.1618368916,"m#mV","Neg",88,267,13,"movable",90,129,4,"unstressed","primary","transparent","word",1,827.78,687.64,29,"MALE","BRITISH","N/A","SPRATTON. NORTHAMPTONSHIRE","BASIC FRENCH AND GERMAN","KNOWLEDGE FROM BIOMEDICAL TERMS","BIOMEDICAL SCIENCE YEAR 2","ANGLIA RUSKIN","NO","NO","NO","NO","NO","accented","Experiment_1",4.47733681447821,4.85981240436167,4.49980967033027,0.697674418604651,-0.360002734031407,NA,NA,NA,NA,NA,NA,"mm",1,"word",88.8952413,"no pause","pause",2.53145872537545,"MidFreq","unstressed-primary"
"451",451,"immovable","Experiment_1_participant_11",283,"Participant_11_251.TextGrid","N","N","Accented","Lara",170,0.7330624339,4,7,0.1082026352,"I","V",0.0571860508,"u","V",0.1591701053,0,0.4076000499,2.2131132947,"NoGlottalStop",0,9.5489820193,0.165388686,0.5676737479,0.165388686,0.7330624339,0.165388686,"m#mV","Neg",88,267,13,"movable",90,129,4,"unstressed","primary","transparent","word",1,1004.83,804.63,19,"female","British English","I only know British English","Cuckfield. West Sussex. UK","I know a little weeny bit of spanish (did it for GCSE)","No knowledge of latin- always something I wish I was taught","I am currently studying English Language and English Language Teaching","Anglia Ruskin University","Not really. but did occur slightly in my English Language A-Level","As I have just started the course. I've had 2 lectures on it!","Just had 2 lectures on it!","Not as of yet.","Slightly. 2 lectures into it.","accented","Experiment_1",4.47733681447821,4.85981240436167,4.49980967033027,0.697674418604651,-0.360002734031407,NA,NA,NA,NA,NA,NA,"mm",1,"word",108.2026352,"no pause","pause",1.80740859927021,"MidFreq","unstressed-primary"
"452",452,"immovable","Experiment_1_participant_32",4165,"Participant_32_171.TextGrid","N","N","Accented","Mandy",81,0.778223648,3,6,0.1046315152,"I","V",0.0542062358,"Y","V",0.1704746815,0.0811613585,0.2428543943,2.2120226668,"NoGlottalStop",0,7.7098659429,0.1588377511,0.619385897,0.1588377511,0.778223648,0.1588377511,"m#mV","Neg",88,267,13,"movable",90,129,4,"unstressed","primary","transparent","word",1,609.81,528.25,18,"Female","British English","No","North London","Basic French","Yes I did Latin GCSE","Natural Sciences (Biological). 1st year","Cambridge","No","No","No","No","No","accented","Experiment_1",4.47733681447821,4.85981240436167,4.49980967033027,0.697674418604651,-0.360002734031407,NA,NA,NA,NA,NA,NA,"mm",1,"word",104.6315152,"pause","pause",1.80829973401066,"MidFreq","unstressed-primary"
"453",453,"immovable","Experiment_1_participant_14",883,"Participant_14_302.TextGrid","N","N","Unaccented","Viktoria",227,0.5079601406,3,6,0.1156811533,"I","V",0.0483982416,"O","V",0.1037881009,0.0550439556,0,4.6511621315,"NoGlottalStop",0,11.8119504267,0.1640793949,0.3438807457,0.1640793949,0.5079601406,0.1640793949,"m#mV","Neg",88,267,13,"movable",90,129,4,"unstressed","primary","transparent","word",1,1222.05,990.78,19,"Female","English","No","Maidenhead. Berskire. England","None","No","English Language and Linguistics Second Year","Anglia Ruskin University ","Yes for two years while at university ","Yes","Yes","Yes","Yes","unaccented","Experiment_1",4.47733681447821,4.85981240436167,4.49980967033027,0.697674418604651,-0.360002734031407,NA,NA,NA,NA,NA,NA,"mm",1,"word",115.6811533,"pause","no pause",1.93500027424275,"MidFreq","unstressed-primary"
"454",454,"immovable","Experiment_1_participant_6",4883,"Participant_6_131.TextGrid","N","N","Accented","Yannick",37,0.7247042821,4,6,0.108367185,"I","V",0.0759718558,"u","V",0.14715846,0.1078883204,0.167549631,1.9473357606,"NoGlottalStop",0,8.2792390607,0.1843390408,0.5403652413,0.1843390408,0.7247042821,0.1843390408,"m#mV","Neg",88,267,13,"movable",90,129,4,"unstressed","primary","transparent","word",1,691.99,605.49,32,"Male","British English","No","England. Hertfordshire","Very Basic Spanish","No","BA Fine Art","Anglia Ruskin","No","No","No","No","No","accented","Experiment_1",4.47733681447821,4.85981240436167,4.49980967033027,0.697674418604651,-0.360002734031407,NA,NA,NA,NA,NA,NA,"mm",1,"word",108.367185,"pause","pause",2.0540885043715,"MidFreq","unstressed-primary"
"455",455,"immovable","Experiment_1_participant_18",1615,"Participant_18_286.TextGrid","N","N","Accented","Yannick",208,0.7155290857,4,8,0.1715903859,"I","V",0.0992240848,"Y","V",0.1442645363,0,0,1.4335613966,"NoGlottalStop",0,11.1805378143,0.2708144707,0.444714615,0.2708144707,0.7155290857,0.2708144707,"m#mV","Neg",88,267,13,"movable",90,129,4,"unstressed","primary","transparent","word",1,1053.82,889.01,21,"female","british","no","lincolnshire","german - medium. dutch - basic","yes - 5 years - basic","marine biology - 2","anglia ruskin","no","no","no","no","no","accented","Experiment_1",4.47733681447821,4.85981240436167,4.49980967033027,0.697674418604651,-0.360002734031407,NA,NA,NA,NA,NA,NA,"mm",1,"word",171.5903859,"no pause","no pause",2.79025370624995,"MidFreq","unstressed-primary"
"456",456,"immovable","Experiment_1_participant_20",1935,"Participant_20_212.TextGrid","N","N","Unaccented","Mandy",127,0.6043125017,4,7,0.1023908408,"I","V",0.0845322464,"U","V",0.1167386019,0,0,3.4165020189,"NoGlottalStop",0,11.583410868,0.1869230871,0.4173894146,0.1869230871,0.6043125017,0.1869230871,"m#mV","Neg",88,267,13,"movable",90,129,4,"unstressed","primary","transparent","word",1,928.7,842.19,24,"female","British English ","no","West Sussex","Mandarin. Basic ","no","MA Dramatherapy year 1","Anglia Ruskin","No","No","No","No","No","unaccented","Experiment_1",4.47733681447821,4.85981240436167,4.49980967033027,0.697674418604651,-0.360002734031407,NA,NA,NA,NA,NA,NA,"mm",1,"word",102.3908408,"no pause","no pause",2.63427328601366,"MidFreq","unstressed-primary"
"458",458,"immovable","Experiment_1_participant_10",24,"Participant_10_138.TextGrid","N","N","Unaccented","Simon",44,0.5103121595,3,6,0.0846359067,"I","V",0.0676559706,"u","V",0.0638212873,0,0,2.6568618154,"NoGlottalStop",0,11.7575093761,0.1522918773,0.3580202822,0.1522918773,0.5103121595,0.1522918773,"m#mV","Neg",88,267,13,"movable",90,129,4,"unstressed","primary","transparent","word",1,1125.85,875.1,19,"Male","British English","No","England","Basic French","Yes. self study. minute proficiency","English Language and English Language Teaching. 1 ","Anglia Ruskin University","Studying now. 2 weeks","Studying now","Studying now","Studying now","Studying now","unaccented","Experiment_1",4.47733681447821,4.85981240436167,4.49980967033027,0.697674418604651,-0.360002734031407,NA,NA,NA,NA,NA,NA,"mm",1,"word",84.6359067,"no pause","no pause",3.38745505988802,"MidFreq","unstressed-primary"
"459",459,"immovable","Experiment_1_participant_28",3268,"Participant_28_201.TextGrid","N","Y","Accented","Lara",115,0.7069956989,3,6,0.0823834931,"I","V",0.1061467424,"uv","V",0.2534622015,0,0,1.7532290141,"NoGlottalStop",0,8.4866145713,0.1885302355,0.5184654634,0.1885302355,0.7069956989,0.1885302355,"m#mV","Neg",88,267,13,"movable",90,129,4,"unstressed","primary","transparent","word",2,757.61,650.42,19,"Female","British English","No","Kent. England","Brazilian Portuguese. basic","No","Psychological and Behavioural Sciences. First Year","University of Cambridge","No","No","No","No","No","accented","Experiment_1",4.47733681447821,4.85981240436167,4.49980967033027,0.697674418604651,-0.360002734031407,NA,NA,NA,NA,NA,NA,"mm",1,"word",82.3834931,"no pause","no pause",2.28150456547934,"MidFreq","unstressed-primary"
"460",460,"immovable","Experiment_1_participant_5",4847,"Participant_5_83.TextGrid","N","N","Unaccented","Yannick",301,0.3984715228,3,6,0.0511842299,"I","V",0.0298513456,"@U","V",0.1198901099,0,0,2.6401231811,"NoGlottalStop",0,15.0575377576,0.0810355755,0.3174359473,0.0810355755,0.3984715228,0.0810355755,"m#mV","Neg",88,267,13,"movable",90,129,4,"unstressed","primary","transparent","word",1,679.63,564.35,20,"Male","British English","No","Nantwich","None","A couple of phrases","Computer Gaming Technology Extended course. First Year","Anglia Ruskin","No","No","No","No","No","unaccented","Experiment_1",4.47733681447821,4.85981240436167,4.49980967033027,0.697674418604651,-0.360002734031407,NA,NA,NA,NA,NA,NA,"mm",1,"word",51.1842299,"no pause","no pause",3.40893185000943,"MidFreq","unstressed-primary"
"461",461,"immovable","Experiment_1_participant_2",3665,"Participant_2_254.TextGrid","N","N","Unaccented","Yannick",173,0.4812746139,4,7,0.0701021106,"I","V",0.0536625512,"U","V",0.1096376417,0,0,2.8882681693,"NoGlottalStop",0,14.544710645,0.1237646618,0.3575099521,0.1237646618,0.4812746139,0.1237646618,"m#mV","Neg",88,267,13,"movable",90,129,4,"unstressed","primary","transparent","word",1,583.45,489.35,28,"Male","English","No","Essex","None","No","PhD Film Studies. 4th Year","Anglia Ruskin","Yes. A-Level","Not formally","No","No","Yes","unaccented","Experiment_1",4.47733681447821,4.85981240436167,4.49980967033027,0.697674418604651,-0.360002734031407,NA,NA,NA,NA,NA,NA,"mm",1,"word",70.1021106,"no pause","no pause",3.1160541447165,"MidFreq","unstressed-primary"
"462",462,"immovable","Experiment_1_participant_8",5334,"Participant_8_252.TextGrid","N","N","Accented","Mandy",171,0.7707743764,4,7,0.180421095,"I","V",0.0492012987,"u","V",0.1805757126,0.163542706,0.0676391318,1.965113111,"NoGlottalStop",0,9.0817756975,0.2296223937,0.5411519827,0.2296223937,0.7707743764,0.2296223937,"m#mV","Neg",88,267,13,"movable",90,129,4,"unstressed","primary","transparent","word",1,825.2,680.24,24,"female","British English","No","Surrey. England","None","No","English Language & Linguistics - First Year","Anglia Ruskin University","currently studying","currently studying","currently studying","currently studying","currently studying","accented","Experiment_1",4.47733681447821,4.85981240436167,4.49980967033027,0.697674418604651,-0.360002734031407,NA,NA,NA,NA,NA,NA,"mm",1,"word",180.421095,"pause","pause",2.0355062401291,"MidFreq","unstressed-primary"
"463",463,"immovable","Experiment_1_participant_19",1700,"Participant_19_130.TextGrid","N","N","Accented","Yannick",36,0.8118727879,4,7,0.1128496212,"I","V",0.0558125103,"eU","V",0.2050787243,0.2531661492,0.262765512,2.4739093422,"NoGlottalStop",0,8.6220404285,0.1686621315,0.6432106564,0.1686621315,0.8118727879,0.1686621315,"m#mV","Neg",88,267,13,"movable",90,129,4,"unstressed","primary","transparent","word",3,1680.43,1512.78,19,"male","British","Not bilingual","Brentwood. Essex","Can speak no other language","I know of latin but have never learnt or attempted to speak it","Film Year 1","Anglia Ruskin","NO","No","No","No","No","accented","Experiment_1",4.47733681447821,4.85981240436167,4.49980967033027,0.697674418604651,-0.360002734031407,NA,NA,NA,NA,NA,NA,"mm",1,"word",112.8496212,"pause","pause",1.61687412378777,"MidFreq","unstressed-primary"
"464",464,"immovable","Experiment_1_participant_12",412,"Participant_12_158.TextGrid","N","N","Unaccented","Mandy",66,0.6848087802,4,9,0.0863193727,"I","V",0.0376342052,"u","V",0.1226977683,0,0,3.2103078512,"GlottalStop",0.1115881738,13.1423548586,0.2355417517,0.4492670286,0.2355417517,0.5732206064,0.1239535779,"m#mV","Neg",88,267,13,"movable",90,129,4,"unstressed","primary","transparent","word",1,968.23,763.05,19,"female","British ","no","Kettering. Northamptonshire. England","Medium French. basic German and currently learning Spanish to a medium level","Slight knowledge- I study linguistics at uni and did English langueg and A-Level and we look at it in the history of language (basic level- studied for around 4 months) ","English Language and Linguistics (BA HONS) 2nd year","Anglia Ruskin University","Currently in my 2nd year of the course at university","Yes","Yes","Yes","Yes","unaccented","Experiment_1",4.47733681447821,4.85981240436167,4.49980967033027,0.697674418604651,-0.360002734031407,NA,NA,NA,NA,NA,NA,"mm",1,"word",86.3193727,"no pause","no pause",2.8034694543814,"MidFreq","unstressed-primary"
"465",465,"immovable","Experiment_1_participant_9",5581,"Participant_9_53.TextGrid","N","N","Unaccented","Mandy",268,0.530428816,3,6,0.1236011981,"I","V",0.053428852,"Y","V",0.1285164817,0,0,2.9770557338,"NoGlottalStop",0,11.3116026481,0.1770300501,0.3533987659,0.1770300501,0.530428816,0.1770300501,"m#mV","Neg",88,267,13,"movable",90,129,4,"unstressed","primary","transparent","word",1,1013.95,871.53,19,"female","British English","no","England","French. basic","no","BA(Hons) first year","Anglia Ruskin University","Yes. 2 years","Yes","Yes","Yes","Yes","unaccented","Experiment_1",4.47733681447821,4.85981240436167,4.49980967033027,0.697674418604651,-0.360002734031407,NA,NA,NA,NA,NA,NA,"mm",1,"word",123.6011981,"no pause","no pause",3.02312109841227,"MidFreq","unstressed-primary"
"466",466,"immovable","Experiment_1_participant_3",4459,"Participant_3_51.TextGrid","N","N","Unaccented","Lara",266,0.4742854807,4,7,0.0742066129,"I","V",0.0454528276,"u","V",0.1348776793,0,0,2.5384908884,"NoGlottalStop",0,14.7590434147,0.1196594405,0.3546260402,0.1196594405,0.4742854807,0.1196594405,"m#mV","Neg",88,267,13,"movable",90,129,4,"unstressed","primary","transparent","word",1,1315.26,1129.05,19,"male","British English","no","Norfolk","Japanese - basic","no","English Language and English Language Teaching (Year 2)","Anglia Ruskin University","yes. for 1 year (with university)","yes","yes","yes","yes","unaccented","Experiment_1",4.47733681447821,4.85981240436167,4.49980967033027,0.697674418604651,-0.360002734031407,NA,NA,NA,NA,NA,NA,"mm",1,"word",74.2066129,"no pause","no pause",3.54541355303925,"MidFreq","unstressed-primary"
"467",467,"immutable","Experiment_1_participant_16",1277,"Participant_16_58.TextGrid","N","N","Unaccented","Lara",273,0.6893570762,4,8,0.1224195179,"I","V",0.0974280857,"j","C",0.0351935124,0.1505502201,0.1579715364,3.6975644501,"NoGlottalStop",0,11.6050161471,0.2198476036,0.4695094726,0.2198476036,0.6893570762,0.2198476036,"m#mV","Neg",88,436,14,"mutable",91,20,4,"unstressed","primary","transparent","bound",1,1587.84,1397.33,23,"Male","English (British)","No","Canada","None","No","Zoology. 3rd year","Anglia Ruskin University","No","No","No","No","No","unaccented","Experiment_1",4.47733681447821,2.99573227355399,4.51085950651685,4.55,1.51512723296286,NA,NA,NA,NA,NA,NA,"mm",2,"word",122.4195179,"pause","pause",2.43403465212259,"MidFreq","unstressed-primary"
"468",468,"immutable","Experiment_1_participant_13",609,"Participant_13_182.TextGrid","N","N","Accented","Yannick",93,0.482751569,4,8,0.0692645965,"I","V",0.0321192335,"j","C",0.0315218574,0.083618174,0.1720028579,1.5437223792,"NoGlottalStop",0,16.5716706362,0.1013838299,0.381367739,0.1013838299,0.482751569,0.1013838299,"m#mV","Neg",88,436,14,"mutable",91,20,4,"unstressed","primary","transparent","bound",1,1011.46,825.5,35,"male","British","no","UK","none","yes. 2 years","law phd 5 year","ARU","no","No","No","No","No","accented","Experiment_1",4.47733681447821,2.99573227355399,4.51085950651685,4.55,1.51512723296286,NA,NA,NA,NA,NA,NA,"mm",2,"word",69.2645965,"pause","pause",2.59113947811841,"MidFreq","unstressed-primary"
"469",469,"immutable","Experiment_1_participant_15",996,"Participant_15_192.TextGrid","N","N","Unaccented","Mandy",104,0.4306796079,4,7,0.0689554867,"I","V",0.0286340581,"Y","V",0.1145362322,0,0,2.7518040095,"NoGlottalStop",0,16.2533815663,0.0975895448,0.3330900631,0.0975895448,0.4306796079,0.0975895448,"m#mV","Neg",88,436,14,"mutable",91,20,4,"unstressed","primary","transparent","bound",1,905.94,743.31,57,"female","British English","No","South East England","French - proficient. Italian - proficient. German - medium proficient","No","MA in Translation. 3rd year","Bristol","No","No","No","No","No","unaccented","Experiment_1",4.47733681447821,2.99573227355399,4.51085950651685,4.55,1.51512723296286,NA,NA,NA,NA,NA,NA,"mm",2,"word",68.9554867,"no pause","no pause",3.27058175979447,"MidFreq","unstressed-primary"
"470",470,"immutable","Experiment_1_participant_26",2862,"Participant_26_151.TextGrid","N","N","Accented","Viktoria",59,0.7217530504,4,8,0.087469791,"I","V",0.0584612639,"j","C",0.074899451,0.069414968,0.027000189,1.8999053481,"NoGlottalStop",0,11.0841235728,0.145931055,0.5758219955,0.145931055,0.7217530504,0.145931055,"m#mV","Neg",88,436,14,"mutable",91,20,4,"unstressed","primary","transparent","bound",1,740.99,621.16,19,"Male","British English","No","Buckingham. England","None","No","Computer Gaming Technology. 2nd Year","Anglia Ruskin University","No","No","no","No","No","accented","Experiment_1",4.47733681447821,2.99573227355399,4.51085950651685,4.55,1.51512723296286,NA,NA,NA,NA,NA,NA,"mm",2,"word",87.469791,"pause","pause",2.10536804057118,"MidFreq","unstressed-primary"
